Date,Open,High,Low,Close,Volume
2015-01-02 00:00:00-05:00,26.430298664187116,26.58910055297391,26.196068386511584,26.27894401550293,26480000
2015-01-05 00:00:00-05:00,26.159845904552313,26.20153076596937,25.69337110318611,25.778228759765625,41182000
2015-01-06 00:00:00-05:00,25.82983657629222,25.86506993560834,25.08794265394188,25.14203453063965,54456000
2015-01-07 00:00:00-05:00,25.355920458504503,25.382716517088017,24.993657812737325,25.06809425354004,46918000
2015-01-08 00:00:00-05:00,24.887457945151546,25.184711493728862,24.56539035849883,25.155433654785156,73054000
2015-01-09 00:00:00-05:00,25.218459133053575,25.239301563873617,24.745532830169346,24.848255157470703,42000000
2015-01-12 00:00:00-05:00,24.774811666089956,24.82642176729379,24.36143487852159,24.666629791259766,57138000
2015-01-13 00:00:00-05:00,24.94005895758154,25.239298298247874,24.6765508458732,24.90184783935547,60958000
2015-01-14 00:00:00-05:00,24.83336482637398,25.222425374457995,24.7212132549497,25.10679817199707,52800000
2015-01-15 00:00:00-05:00,25.25369009983225,25.296366913259128,24.912269913281328,25.011520385742188,51068000
2015-01-16 00:00:00-05:00,24.96883973120187,25.350952789884285,24.965861971164482,25.331600189208984,49658000
2015-01-20 00:00:00-05:00,25.446236936976952,25.58717227494788,25.277511692339537,25.305797576904297,46796000
2015-01-21 00:00:00-05:00,25.350458859185682,25.896831490561922,25.288427550358755,25.824378967285156,46356000
2015-01-22 00:00:00-05:00,25.953897786935475,26.739958306813506,25.89980780621493,26.663536071777344,56068000
2015-01-23 00:00:00-05:00,26.699761610672894,27.06599389978217,26.586616198717202,26.894290924072266,45966000
2015-01-26 00:00:00-05:00,26.871960286046917,26.871960286046917,26.40399575867054,26.63475227355957,30932000
2015-01-27 00:00:00-05:00,26.370748271898552,26.439231075430026,25.847699880264702,25.864076614379883,39148000
2015-01-28 00:00:00-05:00,26.053150086223937,26.087391490349304,25.425393534652653,25.429363250732422,35822000
2015-01-29 00:00:00-05:00,25.4526860708274,25.566327469471204,24.98521747991436,25.46906280517578,79018000
2015-01-30 00:00:00-05:00,25.75540086186241,26.95136445188612,25.71470795873333,26.675945281982422,121108000
2015-02-02 00:00:00-05:00,26.515654079262152,26.623837830082405,25.890379335094725,26.410449981689453,75378000
2015-02-03 00:00:00-05:00,26.29829508129068,26.67097888234952,26.142968832696788,26.465036392211914,47062000
2015-02-04 00:00:00-05:00,26.4570961940132,26.636242637507667,26.05463666846763,26.107736587524414,33896000
2015-02-05 00:00:00-05:00,26.198548350548318,26.335513952608967,26.08490695767317,26.292837142944336,33176000
2015-02-06 00:00:00-05:00,26.351398824329213,26.80844435635436,26.23428367532672,26.49382209777832,42938000
2015-02-09 00:00:00-05:00,26.35387627632108,26.4938196473041,26.179693395686797,26.265544891357422,30314000
2015-02-10 00:00:00-05:00,26.40796783077355,26.847148647053242,26.260085029759082,26.805463790893555,47430000
2015-02-11 00:00:00-05:00,26.784126109376253,26.894293773076562,26.59902414091422,26.698274612426758,38306000
2015-02-12 00:00:00-05:00,26.78065169246417,27.211397099891595,26.648649647734146,27.09577178955078,48590000
2015-02-13 00:00:00-05:00,27.17020899450773,27.419824054184307,27.12505039897322,27.351341247558594,47382000
2015-02-17 00:00:00-05:00,27.3513412625548,27.442650409408948,26.959302939823672,27.046146392822266,39174000
2015-02-18 00:00:00-05:00,26.98709105317053,27.17219301001995,26.775193041921398,26.92902946472168,31164000
2015-02-19 00:00:00-05:00,26.92010002058703,27.137953567668845,26.834744500697806,27.11760711669922,30834000
2015-02-20 00:00:00-05:00,27.173682686766238,27.173682686766238,26.703238214977,26.886850357055664,38234000
2015-02-23 00:00:00-05:00,26.74790319779732,26.762790107295825,26.40052746281707,26.549402236938477,32906000
2015-02-24 00:00:00-05:00,26.37819054720175,26.76774705233003,26.35089662257756,26.73052978515625,28406000
2015-02-25 00:00:00-05:00,26.7201111342929,27.272437391445322,26.69877083454283,27.161277770996094,40836000
2015-02-26 00:00:00-05:00,27.082375863567233,27.79647993538524,27.050118369011518,27.75479507446289,54032000
2015-02-27 00:00:00-05:00,27.69822061837006,28.257496272497153,27.64264080539751,27.920541763305664,68328000
2015-03-02 00:00:00-05:00,28.13740270585175,28.58353102590686,27.946345210190998,28.5353946685791,50406000
2015-03-03 00:00:00-05:00,28.60139592710162,28.824709024406257,28.31108984712828,28.722482681274414,50526000
2015-03-04 00:00:00-05:00,28.63216277381895,28.863415296793082,28.411331465319172,28.69965362548828,37964000
2015-03-05 00:00:00-05:00,28.763673421550344,28.94133006205619,28.69469462982816,28.85349464416504,35918000
2015-03-06 00:00:00-05:00,28.88178084807854,28.920487949727352,28.38850808514351,28.430192947387695,37592000
2015-03-09 00:00:00-04:00,28.33193421993055,28.556735266316416,28.239135236386144,28.489742279052734,23478000
2015-03-10 00:00:00-04:00,28.21084494636263,28.274366078259387,27.78109150276836,27.782581329345703,40080000
2015-03-11 00:00:00-04:00,27.780103786816753,27.99746137752934,27.56225021818442,27.57614517211914,40524000
2015-03-12 00:00:00-04:00,27.714597335688122,27.881336774494798,27.568204348837554,27.84808921813965,35602000
2015-03-13 00:00:00-04:00,27.75181442062875,28.006391146895467,27.31015181762582,27.442649841308594,35428000
2015-03-16 00:00:00-04:00,27.63767986274413,27.976122314552086,27.359282919594186,27.871414184570312,36856000
2015-03-17 00:00:00-04:00,27.705168400366922,27.821787570533843,27.51262485746634,27.671424865722656,28892000
2015-03-18 00:00:00-04:00,27.67737431063525,28.113083258212196,27.467460214668634,28.095714569091797,35324000
2015-03-19 00:00:00-04:00,28.014333548867,28.13541841552837,27.89523448689159,27.972152709960938,24660000
2015-03-20 00:00:00-04:00,28.123008736660356,28.14236133725009,28.01234510315994,28.035667419433594,44320000
2015-03-23 00:00:00-04:00,28.087778386129667,28.26841467909188,27.941881370812307,28.056514739990234,30234000
2015-03-24 00:00:00-04:00,28.21382193109719,28.87581982154053,28.19148967741243,28.66044807434082,79156000
2015-03-25 00:00:00-04:00,28.661937925517922,28.786000541047912,28.137401580810547,28.137401580810547,53070000
