Date,Close
2024-01-02 00:00:00-05:00,137.13385009765625
2024-01-03 00:00:00-05:00,137.8782196044922
2024-01-04 00:00:00-05:00,135.36720275878906
2024-01-05 00:00:00-05:00,134.71214294433594
2024-01-08 00:00:00-05:00,137.79881286621094
2024-01-09 00:00:00-05:00,139.8930206298828
2024-01-10 00:00:00-05:00,141.21304321289062
2024-01-11 00:00:00-05:00,141.01454162597656
2024-01-12 00:00:00-05:00,141.5802459716797
2024-01-16 00:00:00-05:00,141.4214630126953
2024-01-17 00:00:00-05:00,140.4091033935547
2024-01-18 00:00:00-05:00,142.4040069580078
2024-01-19 00:00:00-05:00,145.28231811523438
2024-01-22 00:00:00-05:00,144.8952178955078
2024-01-23 00:00:00-05:00,145.93731689453125
2024-01-24 00:00:00-05:00,147.5848846435547
2024-01-25 00:00:00-05:00,150.7311248779297
2024-01-26 00:00:00-05:00,151.04872131347656
2024-01-29 00:00:00-05:00,152.35882568359375
2024-01-30 00:00:00-05:00,150.32418823242188
2024-01-31 00:00:00-05:00,139.0493927001953
2024-02-01 00:00:00-05:00,140.10145568847656
2024-02-02 00:00:00-05:00,141.31227111816406
2024-02-05 00:00:00-05:00,142.60252380371094
2024-02-06 00:00:00-05:00,143.01939392089844
2024-02-07 00:00:00-05:00,144.44854736328125
2024-02-08 00:00:00-05:00,144.81582641601562
2024-02-09 00:00:00-05:00,147.8826446533203
2024-02-12 00:00:00-05:00,146.42369079589844
2024-02-13 00:00:00-05:00,144.05157470703125
2024-02-14 00:00:00-05:00,144.84559631347656
2024-02-15 00:00:00-05:00,141.69937133789062
2024-02-16 00:00:00-05:00,139.4662322998047
2024-02-20 00:00:00-05:00,140.0617218017578
2024-02-21 00:00:00-05:00,141.4810028076172
2024-02-22 00:00:00-05:00,143.00946044921875
2024-02-23 00:00:00-05:00,142.88043212890625
2024-02-26 00:00:00-05:00,136.5383758544922
2024-02-27 00:00:00-05:00,137.8385009765625
2024-02-28 00:00:00-05:00,135.3572998046875
2024-02-29 00:00:00-05:00,137.4216766357422
2024-03-01 00:00:00-05:00,136.111572265625
2024-03-04 00:00:00-05:00,132.34999084472656
2024-03-05 00:00:00-05:00,131.6750946044922
2024-03-06 00:00:00-05:00,130.4146270751953
2024-03-07 00:00:00-05:00,133.3722686767578
2024-03-08 00:00:00-05:00,134.39454650878906
2024-03-11 00:00:00-04:00,136.63760375976562
2024-03-12 00:00:00-04:00,137.46136474609375
2024-03-13 00:00:00-04:00,138.74169921875
2024-03-14 00:00:00-04:00,142.0269012451172
2024-03-15 00:00:00-04:00,140.12127685546875
2024-03-18 00:00:00-04:00,146.57254028320312
2024-03-19 00:00:00-04:00,145.92739868164062
2024-03-20 00:00:00-04:00,147.6245880126953
2024-03-21 00:00:00-04:00,146.49313354492188
2024-03-22 00:00:00-04:00,149.63938903808594
2024-03-25 00:00:00-04:00,148.9446258544922
2024-03-26 00:00:00-04:00,149.54010009765625
2024-03-27 00:00:00-04:00,149.7386016845703
2024-03-28 00:00:00-04:00,149.7981719970703
2024-04-01 00:00:00-04:00,154.32398986816406
2024-04-02 00:00:00-04:00,153.40097045898438
2024-04-03 00:00:00-04:00,153.75823974609375
2024-04-04 00:00:00-04:00,149.4011688232422
2024-04-05 00:00:00-04:00,151.35638427734375
2024-04-08 00:00:00-04:00,153.6887664794922
2024-04-09 00:00:00-04:00,155.42564392089844
2024-04-10 00:00:00-04:00,154.96910095214844
2024-04-11 00:00:00-04:00,158.21458435058594
2024-04-12 00:00:00-04:00,156.54714965820312
2024-04-15 00:00:00-04:00,153.69871520996094
2024-04-16 00:00:00-04:00,153.2421417236328
2024-04-17 00:00:00-04:00,154.30413818359375
2024-04-18 00:00:00-04:00,154.840087890625
2024-04-19 00:00:00-04:00,152.93446350097656
2024-04-22 00:00:00-04:00,155.10804748535156
2024-04-23 00:00:00-04:00,157.07318115234375
2024-04-24 00:00:00-04:00,157.9366912841797
2024-04-25 00:00:00-04:00,154.83013916015625
2024-04-26 00:00:00-04:00,170.66053771972656
2024-04-29 00:00:00-04:00,164.90403747558594
